C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C470            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C501            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C502            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C505            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C565            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C570            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C582            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C583            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C586            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C587            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C589            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C590            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C596            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C598            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C600            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C602            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C609            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C610            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C611            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C612            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C613            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C614            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C615            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C616            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C621            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C622            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C631            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C680            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C687            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C689            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C698            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C742            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C745            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C767            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C789            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C792            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C793            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C796            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C826            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C827            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C829            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C830            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C831            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C832            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C833            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C834            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C835            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C836            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C837            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C838            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C840            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C842            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C843            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C846            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C847            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C851            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C853            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C855            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C856            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C860            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C861            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C865            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C869            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C879            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C880            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C881            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C885            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C886            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C891            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C896            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C897            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C900            
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1011           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1012           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1015           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1017           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1018           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1021           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1025           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1027           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1028           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1029           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1031           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1036           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1037           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1040           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1041           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1046           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1047           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1053           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1057           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1058           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1059           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1067           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1078           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1079           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1082           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1083           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1084           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1085           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1088           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1089           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1095           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1099           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1100           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1101           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1122           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1154           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1191           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1192           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1193           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1222           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1223           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1224           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1225           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1226           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1227           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1228           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1229           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1230           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1231           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1232           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1233           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1234           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1235           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1237           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C1239           
C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000                          C3525           

----------------

C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000                          C1217           
C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000                          C1218           
C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000                          C1221           
C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000                          C1238           
C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000                          C1240           
C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000                          C1241           
C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000                          C1242           

----------------

C_0402-0.1UF,X7R,10%,6.3V,036-0007-000-0.1UF,036-0007-000                          C806            

----------------

C_0402-100PF,C0G,5%,50V,032-0168-000-032-0168-000,100PF                          C823            

----------------

C_0402-10NF,X7R,10%,16V,032-0269-000-032-0269-000,10NF                          C209            
C_0402-10NF,X7R,10%,16V,032-0269-000-032-0269-000,10NF                          C443            
C_0402-10NF,X7R,10%,16V,032-0269-000-032-0269-000,10NF                          C991            
C_0402-10NF,X7R,10%,16V,032-0269-000-032-0269-000,10NF                          C3816           
C_0402-10NF,X7R,10%,16V,032-0269-000-032-0269-000,10NF                          C3903           

----------------

C_0402-10PF,C0G,5%,50V,032-0115-000-032-0115-000,10PF                          C1120           
C_0402-10PF,C0G,5%,50V,032-0115-000-032-0115-000,10PF                          C1121           

----------------

C_0402-120PF,C0G,5%,50V,035-0142-000-035-0142-000,120PF                          C269            
C_0402-120PF,C0G,5%,50V,035-0142-000-035-0142-000,120PF                          C270            
C_0402-120PF,C0G,5%,50V,035-0142-000-035-0142-000,120PF                          C3843           

----------------

C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C374            
C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C398            
C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C399            
C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C431            
C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C432            
C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C433            
C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C434            
C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C901            
C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C3014           
C_0402-1NF,X7R,10%,50V,036-0022-000-036-0022-000,1NF                          C3017           

----------------

C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF                          C397            
C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF                          C444            
C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF                          C445            
C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF                          C446            
C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF                          C3845           
C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF                          C3864           
C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF                          C3915           

----------------

C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C11             
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C12             
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C14             
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C16             
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C17             
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C19             
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C20             
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C21             
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C22             
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C307            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C474            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C475            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C476            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C478            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C480            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C482            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C484            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C488            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C491            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C495            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C499            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C674            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C883            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C888            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C889            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C906            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C909            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C911            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C915            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C916            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C918            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C919            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C920            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C921            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C922            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C925            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C928            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C931            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C934            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C940            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C943            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C944            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C945            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C946            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C948            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C950            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C952            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C954            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C957            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C959            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C962            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C964            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C967            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C972            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C975            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C978            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C981            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C985            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C987            
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C1000           
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C1002           
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C1005           
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C1007           
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C1009           
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C1096           
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C1097           
C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF                          C1236           

----------------

C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF                          C379            
C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF                          C406            
C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF                          C3050           
C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF                          C3848           

----------------

C_0402-220PF,X7R,10%,50V,036-0202-000-036-0202-000,220PF                          C3852           

----------------

C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF                          C389            
C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF                          C391            
C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF                          C3841           
C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF                          C3890           
C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF                          C3898           

----------------

C_0402-24PF,C0G,5%,50V,035-0212-000-035-0212-000,24PF                          C4205           

----------------

C_0402-330PF,C0G,5%,50V,032-0350-000-032-0350-000,330PF                          C392            
C_0402-330PF,C0G,5%,50V,032-0350-000-032-0350-000,330PF                          C3886           

----------------

C_0402-33NF,X7R,10%,16V,032-0196-000-032-0196-000,33NF                          C3527           

----------------

C_0402-4.7NF,X7R,10%,16V,032-0271-000-032-0271-000,4.7NF                          C390            
C_0402-4.7NF,X7R,10%,16V,032-0271-000-032-0271-000,4.7NF                          C3850           
C_0402-4.7NF,X7R,10%,16V,032-0271-000-032-0271-000,4.7NF                          C3878           

----------------

C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF                          C115            
C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF                          C116            
C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF                          C117            
C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF                          C118            
C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF                          C119            
C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF                          C124            
C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF                          C125            
C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF                          C126            
C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF                          C127            
